author_id,name,institution_id,institution_name,year_start,year_end,closest_hospital,hospital_lat,hospital_lon,distance_km,date_of_birth,date_of_death,ORCID,loc_id,affiliation,orcid_match,inst_match
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I2801851002,Harvard University Press,2013,2014,,,,,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I4210087915,Massachusetts General Hospital,2010,2024,MASSACHUSETTS GENERAL HOSPITAL,42.3626,-71.0692999999999,0.053462159822595265,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I111088046,Boston University,2019,2023,BETH ISRAEL DEACONESS MEDICAL CENTER - EAST CAMPUS,42.3395,-71.1050999999999,1.2241559890440332,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I2801543288,Lemuel Shattuck Hospital,2023,2023,LEMUEL SATTUCK HOSPITAL,42.299580995,-71.101742982,0.07031286565813134,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I4210148319,Woman's Hospital,2017,2017,WOMAN'S HOSPITAL,30.3856553270001,-91.038050211,0.07463962370498364,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I4210137081,Torque (United States),2020,2020,MULTICARE AUBURN REGIONAL MEDICAL CENTER,47.3089135490001,-122.22903574,4.30530403176491,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I44892455,Takeda (Japan),2020,2020,COMMONWEALTH HEALTH CENTER,15.212064,145.724324,2410.557578131482,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I4210150276,Sanofi (Mexico),2020,2020,VALLEY BAPTIST MEDICAL CENTER - BROWNSVILLE,25.9178480640001,-97.510696549,766.061023951745,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I150569930,Bayer (United States),2020,2020,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,37.8644118560001,-122.268577616,2.575088150852528,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I4210154584,Verastem (United States),2020,2020,,,,,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I1285764155,"Merck & Co., Inc., Rahway, NJ, USA (United States)",2020,2020,,,,,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I55881946,Eisai (Japan),2020,2020,,,,,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I4210140176,Takeda (United States),2020,2020,CAMBRIDGE HEALTH ALLIANCE - CAMBRIDGE CAMPUS,42.3745,-71.1041,1.4174131004546466,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I4210097232,Progress (Ireland),2021,2021,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,46.8865379580001,-67.824388798,4177.163310894117,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I102335020,Karlsruhe Institute of Technology,2023,2024,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,46.8865379580001,-67.824388798,5431.399814081347,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I1288882113,Boston Children's Hospital,2017,2020,CHILDREN'S HOSPITAL BOSTON,42.3372000000001,-71.1064,0.05933939389670963,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I96673099,Technical University of Denmark,2021,2022,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,46.8865379580001,-67.824388798,5346.007951425079,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I4210149717,Center for Cancer Research,2010,2010,SETON SMITHVILLE REGIONAL HOSPITAL,30.003900758,-97.136040432,27.73508477749928,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I1285933455,Physikalisch-Technische Bundesanstalt,2002,2008,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,46.8865379580001,-67.824388798,5394.833098131205,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I86987016,KTH Royal Institute of Technology,2009,2009,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,46.8865379580001,-67.824388798,5458.788943640094,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I187531555,Lund University,2009,2009,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,46.8865379580001,-67.824388798,5388.527498009687,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I40120149,University of Oxford,1994,1994,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,46.8865379580001,-67.824388798,4685.153386721787,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I5388228,University of Rochester,2017,2017,STRONG MEMORIAL HOSPITAL,43.1228088730001,-77.624259428,0.8661768941354293,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I1335321130,Children's Hospital of Philadelphia,2012,2012,CHILDRENS HOSPITAL OF PHILADELPHIA,39.948541596,-75.19380649,0.13717882979985452,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I82783531,Penn State Milton S. Hershey Medical Center,2012,2012,MILTON S HERSHEY MEDICAL CENTER,40.2637540010001,-76.6748420009999,0.2281420311700764,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I921990950,University of Colorado Denver,2012,2012,DENVER HEALTH MEDICAL CENTER,39.728201143,-104.990975106,2.190969987954646,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I867280407,The University of Texas Southwestern Medical Center,2012,2012,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,32.8119803070001,-96.839731405,0.18598241996159545,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I1313298211,St. Jude Children's Research Hospital,2012,2012,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,35.1542158510001,-90.0429022289999,0.06487638185251716,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I887968799,RWTH Aachen University,2021,2021,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,46.8865379580001,-67.824388798,5196.17553421492,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I169635715,The Welding Institute,2021,2021,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,46.8865379580001,-67.824388798,4765.637073834971,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I2800951516,Worcestershire Acute Hospitals NHS Trust,2011,2011,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,46.8865379580001,-67.824388798,4609.106553465275,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I4210088880,Circle (United States),2023,2023,EIELSON MEDICAL CLINIC,64.678406705,-147.092624534,184.66973656951342,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5070668676,Benjamin L. Ebert,https://openalex.org/I4210150980,Boston Children's Museum,2017,2017,TUFTS MEDICAL CENTER,42.3499,-71.064,1.1992561595481506,1970-01-01T00:00:00Z,,0000-0003-0197-5451,nb2010011447,Dana–Farber Cancer Institute,Y,N
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I136199984,Harvard University,1994,2024,MOUNT AUBURN HOSPITAL,42.3741,-71.1342999999999,1.3598957696675322,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I63966007,Massachusetts Institute of Technology,1999,2023,CAMBRIDGE HEALTH ALLIANCE - CAMBRIDGE CAMPUS,42.3745,-71.1041,1.9080636237538477,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I4210117453,Dana-Farber Cancer Institute,1994,2024,DANA-FARBER CANCER INSTITUTE,42.3377,-71.1073,0.04906128356190839,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I107606265,Broad Institute,2004,2025,MASSACHUSETTS EYE AND EAR INFIRMARY,42.3629,-71.0701,1.5049788087853235,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I4210157710,Whitehead Institute for Biomedical Research,1998,2005,,,,,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I1288882113,Boston Children's Hospital,2002,2024,CHILDREN'S HOSPITAL BOSTON,42.3372000000001,-71.1064,0.05933939389670963,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I4210105714,Center for Human Genetics,2006,2006,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,42.283191747,-83.728707796,0.41281689144655254,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I4210087915,Massachusetts General Hospital,2001,2019,MASSACHUSETTS GENERAL HOSPITAL,42.3626,-71.0692999999999,0.053462159822595265,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I1344073410,Howard Hughes Medical Institute,1996,2023,WALTER REED NATIONAL MILITARY MEDICAL CENTER,39.0030041160001,-77.0945684719999,1.3917015973126403,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I2801543288,Lemuel Shattuck Hospital,2017,2017,LEMUEL SATTUCK HOSPITAL,42.299580995,-71.101742982,0.07031286565813134,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I1283280774,Brigham and Women's Hospital,1994,2023,BRIGHAM AND WOMEN'S HOSPITAL,42.3359,-71.1068,0.06875088498044295,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I2801851002,Harvard University Press,2001,2016,,,,,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I1334819555,Memorial Sloan Kettering Cancer Center,2001,2012,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,40.7642743170001,-73.956595517,0.03553749853916584,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I4210133231,Eli and Edythe Broad Foundation,2012,2023,,,,,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I4210089486,Fred Hutch Cancer Center,2000,2000,UW MEDICINE NORTHWEST HOSPITAL,47.7141723940001,-122.336895379,0.14233206226269327,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I1299303238,National Institutes of Health,2001,2001,SUBURBAN HOSPITAL,38.997402483,-77.110318402,0.6181421621882943,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I4210140884,National Cancer Institute,2001,2001,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,46.8865379580001,-67.824388798,5683.36992485165,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I4210166317,Dana-Farber/Boston Children's Cancer and Blood Disorders Center,2018,2022,,,,,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I4210147155,Pediatrics and Genetics,2014,2014,,,,,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I117965899,University of Hawaiʻi at Mānoa,2002,2002,KAPIOLANI MEDICAL CENTER,21.3003561,-157.833736467,1.5754927151689215,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I1331384533,University of Hawaii System,2002,2002,,,,,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I4210155144,University Hospital Ulm,2008,2008,,,,,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
https://openalex.org/A5001449157,Todd R. Golub,https://openalex.org/I27837315,University of Michigan,2008,2008,VA ANN ARBOR HEALTHCARE SYSTEM,42.2866933230001,-83.7146405939999,0.917956356803074,1962-01-01T00:00:00Z,,0000-0003-0113-2403,n2007180379,Harvard University,Y,past
